Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
57983757,"May 19, 2013, 9:32:06 AM","05/19/2013 Oslo, Oslo, Norway",Ride,,7097,33.87,187.0,121,false,,,activities/63780392.tcx.gz,73.0,,7097.0,6310.0,33869.3984375,15.199999809265137,,607.7680053710938,609.6680297851562,44.29999923706055,469.79998779296875,113.9000015258789,-0.0056097800843417645,,,,,187.0,161.822998046875,,,,,,121.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
57983762,"May 11, 2013, 11:16:33 AM","05/11/2013 Oslo, Oslo, Norway",Ride,,2211,17.83,190.0,62,false,,Focusen,activities/63780401.tcx.gz,73.0,7.880000114440918,2211.0,2211.0,17833.900390625,15.0,,202.17999267578125,202.67999267578125,147.5,199.6999969482422,6.599999904632568,-0.0028036499861627817,,,,,190.0,178.13499450683594,,221.4600067138672,545.9575805664062,,,62.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
57983781,"May 5, 2013, 7:23:17 AM","05/05/2013 Oslo, Oslo, Norway",Ride,,8943,56.97,193.0,188,false,,,activities/63780405.tcx.gz,73.0,,8943.0,8698.0,56977.0,13.600000381469727,,702.6329956054688,703.3330078125,0.0,342.1000061035156,438.6000061035156,-0.001228570006787777,,,,,193.0,167.13099670410156,,,,,,188.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
58396131,"Jun 5, 2013, 1:12:04 PM","06/05/2013 Oslo, Oslo, Norway",Workout,Slett,497,3.64,157.0,2,,,,activities/64215674.tcx.gz,73.0,,497.0,420.0,3644.699951171875,14.699999809265137,,0.0,103.19999694824219,56.20000076293945,166.6999969482422,10.300000190734863,-2.831510066986084,,,,,157.0,133.02200317382812,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
58396162,"Jun 5, 2013, 1:21:55 PM",06/05/2013 Rundtur,Ride,Radium - sørkedalen - sognsvann - sognsvann - maridalen - hjem,9034,60.19,183.0,141,false,,Focusen,activities/64215668.tcx.gz,73.0,7.880000114440918,9034.0,8525.0,60197.30078125,13.5,,750.6439819335938,680.343994140625,54.70000076293945,199.89999389648438,149.3000030517578,0.11678300052881241,,,,,183.0,159.53599548339844,,172.4709930419922,1639.4014892578125,,,141.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
58782279,"Jun 7, 2013, 9:30:32 AM",Holmenkollveien - Lommedalen - Holmenkollveien,Ride,"",5657,40.90,177.0,87,false,,Focusen,activities/64627724.tcx.gz,73.0,7.880000114440918,5657.0,5606.0,40902.3984375,17.200000762939453,,548.9130249023438,544.9130249023438,90.30000305175781,234.3000030517578,71.0999984741211,0.009779379703104496,,,,,177.0,154.66299438476562,,174.72999572753906,1092.18310546875,,,87.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
59509849,"Jun 10, 2013, 3:33:22 PM",06/10/2013 Sørkedalen,Ride,Problemer med pulsmåleren,3573,28.02,231.0,92,false,,Focusen,activities/65407506.tcx.gz,73.0,7.880000114440918,3573.0,3488.0,28025.099609375,13.800000190734863,,311.0400085449219,320.94000244140625,126.9000015258789,199.8000030517578,37.099998474121094,-0.03532550111413002,,,,,231.0,177.98399353027344,,204.4409942626953,795.0955810546875,,,92.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
59932299,"Jun 12, 2013, 3:12:43 PM",Rel rolig rundt kolsås,Ride,"",4943,34.48,,,false,,Focusen,activities/65839585.tcx.gz,73.0,7.880000114440918,4943.0,4775.0,34479.80078125,17.0,,463.0369873046875,462.1369934082031,14.800000190734863,216.5,58.0,0.002610220108181238,,,,,,,,168.11599731445312,895.0706176757812,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
60334131,"Jun 14, 2013, 2:11:16 PM",Oslo-Drammen sentrum t/r,Ride,"",16619,95.84,,,false,,Focusen,activities/66268461.tcx.gz,73.0,7.880000114440918,16619.0,12903.0,95846.203125,14.699999809265137,,970.1339721679688,971.6339721679688,2.700000047683716,242.5,55.5,-0.001565010054036975,,,,,,,,134.39700317382812,1933.548828125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
60694985,"Jun 16, 2013, 11:16:52 AM",Kikut CX,Ride,CX,6983,43.70,,,false,,Crossen,activities/66650257.tcx.gz,73.0,8.0,6983.0,6967.0,43708.1015625,13.899999618530273,,1001.5,998.4000244140625,141.10000610351562,443.0,81.0,0.007092509884387255,,,,,,,,212.3260040283203,1649.391845703125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120956,"Aug 27, 2012, 2:08:19 PM",Kolsås,Ride,"",2762,19.06,,,false,,Crossen,activities/67109736.tcx.gz,73.0,8.0,2762.0,2674.0,19065.5,13.600000381469727,,152.6300048828125,254.22999572753906,53.29999923706055,184.1999969482422,13.199999809265137,-0.5328999757766724,,,,,,,,138.00100708007812,411.45135498046875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120958,"Aug 11, 2012, 11:08:58 AM",Kolsås,Ride,"",5063,34.11,,,false,,Crossen,activities/67109733.tcx.gz,73.0,8.0,5063.0,5002.0,34110.0,14.300000190734863,,394.7330017089844,399.4330139160156,53.099998474121094,184.5,36.900001525878906,-0.013779000379145145,,,,,,,,145.19400024414062,809.7803344726562,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120960,"Aug 29, 2012, 4:09:46 PM",Kolsåstoppen ,Ride,"",5335,33.76,,,false,,Crossen,activities/67109739.tcx.gz,73.0,8.0,5335.0,4781.0,33761.3984375,14.800000190734863,,407.98699951171875,431.5870056152344,53.400001525878906,216.5,101.9000015258789,-0.06990230083465576,,,,,,,,155.03500366210938,826.462890625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120964,"Apr 19, 2013, 4:43:20 PM",Tryvann,Ride,"",2599,9.70,193.0,47,false,,Crossen,activities/67109745.tcx.gz,73.0,8.0,2599.0,2481.0,9708.099609375,8.600000381469727,,466.1180114746094,29.618000030517578,53.20000076293945,510.0,39.5,4.496250152587891,,,,,193.0,174.85800170898438,,177.06500244140625,489.81756591796875,,,47.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120965,"Sep 8, 2012, 5:49:22 PM",Bogstad,Ride,"",2659,20.94,227.0,49,false,,Crossen,activities/67109740.tcx.gz,73.0,8.0,2659.0,2625.0,20943.0,13.699999809265137,,218.02000427246094,219.6199951171875,148.10000610351562,199.60000610351562,17.399999618530273,-0.0076397801749408245,,,,,227.0,175.177001953125,,196.4320068359375,574.931884765625,,,49.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120966,"Apr 21, 2013, 5:24:03 PM",Bogstad,Ride,"",2343,17.82,183.0,36,false,,Crossen,activities/67109747.tcx.gz,73.0,8.0,2343.0,2343.0,17822.099609375,12.300000190734863,,190.74000549316406,191.0399932861328,147.6999969482422,199.89999389648438,9.899999618530273,-0.0016833000117912889,,,,,183.0,171.1510009765625,,187.77699279785156,490.5570983886719,,,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120967,"May 30, 2012, 11:21:29 AM",Runde ved Jonsvatnet,Ride,"",3982,25.78,195.0,63,false,,Crossen,activities/67109730.tcx.gz,73.0,8.0,3982.0,3982.0,25787.30078125,13.0,,425.1400146484375,422.1400146484375,73.80000305175781,215.39999389648438,45.20000076293945,0.011633600108325481,,,,,195.0,170.8419952392578,,222.1060028076172,986.1350708007812,,,63.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61120969,"Apr 4, 2013, 4:24:09 PM",Tryvann,Ride,"",5123,32.38,182.0,55,false,,Crossen,activities/67109743.tcx.gz,73.0,8.0,5123.0,4768.0,32380.69921875,12.899999618530273,,338.10699462890625,348.8070068359375,45.900001525878906,190.1999969482422,55.5,-0.03304440155625343,,,,,182.0,162.48599243164062,,146.8780059814453,780.8504638671875,,,55.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61398064,"Jun 19, 2013, 9:44:40 AM",Intervalltrening med cyclocross,Ride,"",6272,38.22,251.0,126,false,,Crossen,activities/67402876.tcx.gz,73.0,8.0,6272.0,6063.0,38219.3984375,16.600000381469727,,922.9219970703125,933.822021484375,126.9000015258789,488.0,74.0,-0.02851950004696846,,,,,251.0,176.02000427246094,,191.22500610351562,1292.7279052734375,,,126.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
61862383,"Jun 21, 2013, 9:51:33 AM",Rolig tur,Ride,"",6616,45.71,186.0,53,false,,Crossen,activities/67894728.tcx.gz,73.0,8.0,6616.0,6520.0,45711.8984375,14.600000381469727,,566.5089721679688,560.0089721679688,40.400001525878906,157.5,37.099998474121094,0.014219500124454498,,,,,186.0,148.0030059814453,,153.9499969482422,1119.1856689453125,,,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,796239.0,,,,,,,,,,,,,,,,,,,,,,,,,""
62082620,"Jun 22, 2013, 9:42:49 AM",Mjøndalen,Ride,"",17415,109.19,,,false,,Focusen,activities/68152915.tcx.gz,73.0,7.880000114440918,17415.0,15885.0,109195.0,14.300000190734863,,1094.3199462890625,947.8200073242188,2.0999999046325684,242.10000610351562,273.79998779296875,0.1341630071401596,,,,,,,,140.86099243164062,2494.8984375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
62388777,"Jun 23, 2013, 6:17:14 PM",Litt restitusjon m/pulsmåler gone mad,Ride,"",3802,26.12,250.0,43,false,,Focusen,activities/68508998.tcx.gz,73.0,7.880000114440918,3802.0,3802.0,26123.19921875,13.300000190734863,,254.18699645996094,252.78700256347656,2.0,162.3000030517578,422.20001220703125,0.00535921985283494,,,,,250.0,160.1840057373047,,139.32899475097656,590.647705078125,,,43.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
62719549,"Jun 25, 2013, 10:23:56 AM",lunsj,Ride,"",3454,25.26,250.0,78,false,,Focusen,activities/68874491.tcx.gz,73.0,7.880000114440918,3454.0,3239.0,25266.900390625,13.100000381469727,,264.3039855957031,268.10400390625,127.30000305175781,199.8000030517578,333.29998779296875,-0.015039400197565556,,,,,250.0,191.30799865722656,,195.5489959716797,706.2222900390625,,,78.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
63238627,"Jun 27, 2013, 5:18:49 PM",Ferie,Ride,"",4334,31.38,,,false,,Focusen,activities/69428290.tcx.gz,73.0,7.880000114440918,4334.0,4316.0,31384.80078125,14.899999618530273,,354.05999755859375,326.3599853515625,93.0999984741211,195.0,40.20000076293945,0.08825930207967758,,,,,,,,164.6909942626953,792.549072265625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
63410196,"Jun 28, 2013, 5:00:43 PM",28. juni,Ride,"",3836,22.23,,,false,,Focusen,activities/69609181.tcx.gz,73.0,7.880000114440918,3836.0,3620.0,22229.5,15.100000381469727,,520.802978515625,519.302978515625,124.5,519.4000244140625,142.89999389648438,0.0067477901466190815,,,,,,,,162.83099365234375,657.2347412109375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
64082429,"Jul 1, 2013, 5:07:03 PM",ettermiddagssafariteknikk,Ride,"",7694,33.22,,,false,,Focusen,activities/70318334.tcx.gz,73.0,7.880000114440918,7694.0,4655.0,33221.1015625,14.5,,401.45098876953125,363.0509948730469,3.799999952316284,195.3000030517578,65.0,0.11558900028467178,,,,,,,,169.31399536132812,878.794677734375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
64737321,"Jul 4, 2013, 4:37:12 PM",tarmedkartnestegang,Ride,"",7244,44.24,194.0,74,false,,Focusen,activities/71009059.tcx.gz,73.0,7.880000114440918,7244.0,6775.0,44240.19921875,15.800000190734863,,501.94000244140625,512.4400024414062,11.100000381469727,143.0,60.900001525878906,-0.02373410016298294,,,,,194.0,154.51400756835938,,141.1790008544922,1066.4837646484375,,,74.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
65395784,"Jul 7, 2013, 9:46:14 AM",Harrytur,Ride,"",22589,122.33,,,false,,Focusen,activities/71704694.tcx.gz,73.0,7.880000114440918,22589.0,17795.0,122335.0,17.5,,1212.219970703125,1260.1199951171875,2.5999999046325684,153.0,202.1999969482422,-0.03915470093488693,,,,,,,,148.8470001220703,2953.336669921875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
65626382,"Jul 8, 2013, 3:29:42 PM",ettermiddagssol rolig,Ride,"",4573,30.52,,,false,,Focusen,activities/71950173.tcx.gz,73.0,7.880000114440918,4573.0,4514.0,30524.19921875,16.100000381469727,,314.1400146484375,309.0400085449219,62.0,196.10000610351562,225.39999389648438,0.016708100214600563,,,,,,,,147.83399963378906,744.0647583007812,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
67272687,"Jul 15, 2013, 1:23:02 PM",15 juli,Ride,"",5377,36.33,,,false,,Focusen,activities/73677165.tcx.gz,73.0,7.880000114440918,5377.0,5062.0,36336.5,14.800000190734863,,383.3919982910156,377.99200439453125,10.199999809265137,195.8000030517578,54.599998474121094,0.014861100353300571,,,,,,,,168.09100341796875,948.7274780273438,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
69022830,"Jul 22, 2013, 3:54:54 PM",22/7/2013 ,Ride,"",8407,52.21,,,false,,Focusen,activities/75525408.tcx.gz,73.0,7.880000114440918,8407.0,8047.0,52209.0,16.399999618530273,,917.9569702148438,977.3569946289062,11.300000190734863,370.6000061035156,77.4000015258789,-0.11377300322055817,,,,,,,,156.63299560546875,1405.374755859375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
69494156,"Jul 24, 2013, 2:48:10 PM",=),Ride,"",9078,56.75,,,false,,Focusen,activities/76016718.tcx.gz,73.0,7.880000114440918,9078.0,8424.0,56750.5,14.800000190734863,,656.2109985351562,670.7109985351562,2.700000047683716,169.6999969482422,50.0,-0.025550400838255882,,,,,,,,159.1540069580078,1494.8953857421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
69980938,"Jul 26, 2013, 3:54:39 PM",Friday funny,Ride,"",6175,44.99,,,false,,Focusen,activities/76536941.tcx.gz,73.0,7.880000114440918,6175.0,6001.0,44994.5,18.399999618530273,,566.3800048828125,562.0800170898438,8.899999618530273,217.60000610351562,15.600000381469727,0.009556720033288002,,,,,,,,172.96099853515625,1157.302001953125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
70413330,"Jul 28, 2013, 12:28:15 PM",... og litt til,Ride,"",3991,22.74,,,false,,Focusen,activities/76995216.tcx.gz,73.0,7.880000114440918,3991.0,3933.0,22743.0,16.100000381469727,,534.780029296875,477.4800109863281,6.900000095367432,522.7000122070312,47.900001525878906,0.25194600224494934,,,,,,,,160.98599243164062,705.9711303710938,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
70413342,"Jul 28, 2013, 9:05:52 AM",Odden og båten hjem...,Ride,"",8394,60.43,,,false,,Focusen,activities/76995223.tcx.gz,73.0,7.880000114440918,8394.0,8209.0,60435.0,15.5,,655.530029296875,706.8300170898438,1.100000023841858,150.89999389648438,45.099998474121094,-0.08488459885120392,,,,,,,,173.52499389648438,1588.2803955078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
70665944,"Jul 29, 2013, 2:07:45 PM",... og tilbake igjen,Run,"",947,1.72,,,,,,activities/77263602.tcx.gz,73.0,,947.0,513.0,1725.5,21.799999237060547,,28.399200439453125,2.4992001056671143,42.400001525878906,71.9000015258789,6.800000190734863,1.5010099411010742,,,,,,,,,165.28744506835938,,,,,,,,,,,,,,,,0.0,,,1842.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
70665945,"Jul 29, 2013, 1:21:21 PM",til SATS...,Run,"",728,2.25,,,,,,activities/77263604.tcx.gz,73.0,,728.0,724.0,2249.89990234375,4.199999809265137,,12.140000343322754,34.040000915527344,44.0,80.80000305175781,7.5,-0.973376989364624,,,,,,,,,195.5769805908203,,,,,,,,,,,,,,,,0.0,,,2180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
71233169,"Jul 31, 2013, 5:45:07 PM",Rolig kveldstur,Ride,"",7874,57.08,179.0,74,false,,Focusen,activities/77860043.tcx.gz,73.0,7.880000114440918,7874.0,7574.0,57080.1015625,14.600000381469727,,635.4199829101562,632.719970703125,55.599998474121094,199.89999389648438,42.400001525878906,0.004730190150439739,,,,,179.0,154.9530029296875,,179.81399536132812,1518.531005859375,,,74.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
71651401,"Aug 2, 2013, 1:58:56 PM",Tryvann x3,Ride,"",8613,49.64,,,false,,Focusen,activities/78299947.tcx.gz,73.0,7.880000114440918,8613.0,8186.0,49643.69921875,16.5,,1330.02001953125,1329.9200439453125,53.79999923706055,522.9000244140625,48.099998474121094,0.00020143500296398997,,,,,,,,174.0489959716797,1588.6131591796875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
72146019,"Aug 4, 2013, 2:25:40 PM",Superrolig søndagstur,Ride,"",4878,32.29,,,false,,Focusen,activities/78825613.tcx.gz,73.0,7.880000114440918,4878.0,4850.0,32297.0,15.399999618530273,,370.3370056152344,371.93701171875,38.20000076293945,213.1999969482422,47.70000076293945,-0.0049540200270712376,,,,,,,,148.822998046875,804.797607421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,773902.0,,,,,,,,,,,,,,,,,,,,,,,,,""
